message,label
"Dear user, suspicious activity detected. Confirm OTP 372474 at http://kennedy.com/verify.",spoofed
Urgent! Your account will be blocked. Click http://thomas.com/verify to verify OTP 462805.,spoofed
Use 301072 as your login OTP for Amazon.,safe
Use 940370 as your login OTP for Google.,safe
Security alert! Login attempt detected. Validate with OTP 170366 at http://holland.com/verify.,spoofed
426164 is your Flipkart OTP. Do not share this code.,safe
Use 327543 as your login OTP for Walmart.,safe
Hi! Your verification code is 977227. Valid for 10 mins.,safe
Use 477311 as your login OTP for Paytm.,safe
Hi! Your verification code is 270490. Valid for 10 mins.,safe
Enter 625970 to complete your transaction on Amazon.,safe
"Dear user, suspicious activity detected. Confirm OTP 717222 at http://miranda.com/verify.",spoofed
Your OTP is 778349. Please do not share it with anyone.,safe
Your OTP is 861903. Please do not share it with anyone.,safe
Use 598903 as your login OTP for Amazon.,safe
Your payment failed. Enter OTP 377343 at http://lang-wood.biz/verify to retry.,spoofed
Claim your reward by entering OTP 159008. Visit http://johnson-hernandez.com/verify now.,spoofed
449306 is your Flipkart OTP. Do not share this code.,safe
Use 674311 as your login OTP for Paytm.,safe
Use 842509 as your login OTP for Walmart.,safe
Hi! Your verification code is 148367. Valid for 10 mins.,safe
Security alert! Login attempt detected. Validate with OTP 221915 at http://bowman.com/verify.,spoofed
Your OTP is 304991. Please do not share it with anyone.,safe
495813 is your Walmart OTP. Do not share this code.,safe
Hi! Your verification code is 927927. Valid for 10 mins.,safe
Use 333068 as your login OTP for Flipkart.,safe
"Dear user, suspicious activity detected. Confirm OTP 911817 at http://edwards-nguyen.com/verify.",spoofed
Urgent! Your account will be blocked. Click http://tate.com/verify to verify OTP 237515.,spoofed
988237 is your Paytm OTP. Do not share this code.,safe
232164 is your Paytm OTP. Do not share this code.,safe
Hi! Your verification code is 239905. Valid for 10 mins.,safe
Enter 884716 to complete your transaction on Google.,safe
Hi! Your verification code is 539376. Valid for 10 mins.,safe
283771 is your Amazon OTP. Do not share this code.,safe
Claim your reward by entering OTP 904867. Visit http://jordan-collins.com/verify now.,spoofed
Enter 969452 to complete your transaction on Google.,safe
Use 276811 as your login OTP for Paytm.,safe
Security alert! Login attempt detected. Validate with OTP 689270 at http://davis.com/verify.,spoofed
Your payment failed. Enter OTP 401177 at http://myers.com/verify to retry.,spoofed
"Dear user, suspicious activity detected. Confirm OTP 746387 at http://dunn.com/verify.",spoofed
Enter 120153 to complete your transaction on Paytm.,safe
Your payment failed. Enter OTP 522981 at http://marshall.org/verify to retry.,spoofed
Hi! Your verification code is 861471. Valid for 10 mins.,safe
Hi! Your verification code is 454943. Valid for 10 mins.,safe
Hi! Your verification code is 755471. Valid for 10 mins.,safe
Hi! Your verification code is 480359. Valid for 10 mins.,safe
Enter 339837 to complete your transaction on Amazon.,safe
Your OTP is 106199. Please do not share it with anyone.,safe
Use 971580 as your login OTP for Flipkart.,safe
Hi! Your verification code is 424176. Valid for 10 mins.,safe
Claim your reward by entering OTP 247322. Visit http://gregory-morgan.com/verify now.,spoofed
Enter 718072 to complete your transaction on Walmart.,safe
"Dear user, suspicious activity detected. Confirm OTP 324902 at http://perry.com/verify.",spoofed
Your OTP is 458039. Please do not share it with anyone.,safe
Security alert! Login attempt detected. Validate with OTP 946001 at http://yates.com/verify.,spoofed
Urgent! Your account will be blocked. Click http://hudson.com/verify to verify OTP 499749.,spoofed
Claim your reward by entering OTP 417762. Visit http://howard-hughes.net/verify now.,spoofed
Security alert! Login attempt detected. Validate with OTP 779085 at http://mooney.com/verify.,spoofed
Your OTP is 918493. Please do not share it with anyone.,safe
Claim your reward by entering OTP 991124. Visit http://norton.info/verify now.,spoofed
Use 554832 as your login OTP for Walmart.,safe
Use 389654 as your login OTP for Flipkart.,safe
312690 is your Amazon OTP. Do not share this code.,safe
Your OTP is 593806. Please do not share it with anyone.,safe
Use 927162 as your login OTP for Flipkart.,safe
Enter 879549 to complete your transaction on Google.,safe
Use 935833 as your login OTP for Walmart.,safe
Your payment failed. Enter OTP 870470 at http://alvarado.biz/verify to retry.,spoofed
Security alert! Login attempt detected. Validate with OTP 211393 at http://cooley-henderson.com/verify.,spoofed
Your payment failed. Enter OTP 427840 at http://davis.net/verify to retry.,spoofed
"Dear user, suspicious activity detected. Confirm OTP 988454 at http://montoya-hill.org/verify.",spoofed
Urgent! Your account will be blocked. Click http://martin.net/verify to verify OTP 366124.,spoofed
Your payment failed. Enter OTP 203926 at http://bray-fowler.com/verify to retry.,spoofed
Your payment failed. Enter OTP 659979 at http://lewis.biz/verify to retry.,spoofed
Your OTP is 974963. Please do not share it with anyone.,safe
Your OTP is 498672. Please do not share it with anyone.,safe
Enter 773130 to complete your transaction on Google.,safe
Urgent! Your account will be blocked. Click http://smith.com/verify to verify OTP 779539.,spoofed
Urgent! Your account will be blocked. Click http://wong-stanton.com/verify to verify OTP 321443.,spoofed
840283 is your Flipkart OTP. Do not share this code.,safe
Hi! Your verification code is 194727. Valid for 10 mins.,safe
Urgent! Your account will be blocked. Click http://johnson.com/verify to verify OTP 203138.,spoofed
Claim your reward by entering OTP 955670. Visit http://harris.com/verify now.,spoofed
Your payment failed. Enter OTP 495834 at http://scott.info/verify to retry.,spoofed
Security alert! Login attempt detected. Validate with OTP 967513 at http://johnson.com/verify.,spoofed
Urgent! Your account will be blocked. Click http://zimmerman-fuentes.com/verify to verify OTP 471927.,spoofed
Hi! Your verification code is 618213. Valid for 10 mins.,safe
217112 is your Flipkart OTP. Do not share this code.,safe
307147 is your Flipkart OTP. Do not share this code.,safe
Urgent! Your account will be blocked. Click http://butler.com/verify to verify OTP 358658.,spoofed
Use 756988 as your login OTP for Walmart.,safe
Enter 747486 to complete your transaction on Walmart.,safe
Security alert! Login attempt detected. Validate with OTP 657519 at http://orozco-rodriguez.com/verify.,spoofed
Your OTP is 617733. Please do not share it with anyone.,safe
Claim your reward by entering OTP 488946. Visit http://anderson.com/verify now.,spoofed
Hi! Your verification code is 407048. Valid for 10 mins.,safe
Security alert! Login attempt detected. Validate with OTP 505468 at http://newman-jackson.net/verify.,spoofed
Enter 790308 to complete your transaction on Flipkart.,safe
Security alert! Login attempt detected. Validate with OTP 509154 at http://watson-jones.com/verify.,spoofed
Your OTP is 856248. Please do not share it with anyone.,safe
Your payment failed. Enter OTP 519994 at http://ortiz.net/verify to retry.,spoofed
Your payment failed. Enter OTP 143690 at http://osborne.com/verify to retry.,spoofed
"Dear user, suspicious activity detected. Confirm OTP 613131 at http://lynch.com/verify.",spoofed
446910 is your Google OTP. Do not share this code.,safe
Enter 966515 to complete your transaction on Walmart.,safe
Urgent! Your account will be blocked. Click http://long.org/verify to verify OTP 909798.,spoofed
Your payment failed. Enter OTP 256250 at http://rodriguez.com/verify to retry.,spoofed
Your payment failed. Enter OTP 357672 at http://gentry.com/verify to retry.,spoofed
Use 451443 as your login OTP for Flipkart.,safe
261024 is your Paytm OTP. Do not share this code.,safe
Your payment failed. Enter OTP 411850 at http://jones.com/verify to retry.,spoofed
170769 is your Walmart OTP. Do not share this code.,safe
Your OTP is 993213. Please do not share it with anyone.,safe
"Dear user, suspicious activity detected. Confirm OTP 378412 at http://salinas.net/verify.",spoofed
Hi! Your verification code is 600586. Valid for 10 mins.,safe
Claim your reward by entering OTP 683444. Visit http://mendez.info/verify now.,spoofed
Use 540319 as your login OTP for Amazon.,safe
102454 is your Amazon OTP. Do not share this code.,safe
Use 625257 as your login OTP for Paytm.,safe
Hi! Your verification code is 726746. Valid for 10 mins.,safe
545903 is your Amazon OTP. Do not share this code.,safe
Use 798032 as your login OTP for Walmart.,safe
Security alert! Login attempt detected. Validate with OTP 549476 at http://estrada-munoz.com/verify.,spoofed
Claim your reward by entering OTP 419713. Visit http://sherman.net/verify now.,spoofed
Use 928842 as your login OTP for Walmart.,safe
Use 659590 as your login OTP for Amazon.,safe
Urgent! Your account will be blocked. Click http://black.info/verify to verify OTP 896884.,spoofed
Enter 995403 to complete your transaction on Flipkart.,safe
"Dear user, suspicious activity detected. Confirm OTP 802544 at http://west.com/verify.",spoofed
Urgent! Your account will be blocked. Click http://dodson.info/verify to verify OTP 693126.,spoofed
"Dear user, suspicious activity detected. Confirm OTP 636738 at http://golden-smith.com/verify.",spoofed
862997 is your Walmart OTP. Do not share this code.,safe
Use 143645 as your login OTP for Google.,safe
Security alert! Login attempt detected. Validate with OTP 529522 at http://johnson.net/verify.,spoofed
Security alert! Login attempt detected. Validate with OTP 941749 at http://roberts-george.com/verify.,spoofed
Enter 728256 to complete your transaction on Walmart.,safe
Your OTP is 559900. Please do not share it with anyone.,safe
Claim your reward by entering OTP 795515. Visit http://jones.info/verify now.,spoofed
Urgent! Your account will be blocked. Click http://castillo.biz/verify to verify OTP 674817.,spoofed
Urgent! Your account will be blocked. Click http://reeves-whitney.com/verify to verify OTP 816462.,spoofed
Security alert! Login attempt detected. Validate with OTP 167447 at http://clark-brown.com/verify.,spoofed
Enter 239682 to complete your transaction on Google.,safe
Use 978599 as your login OTP for Paytm.,safe
Claim your reward by entering OTP 817271. Visit http://yu.biz/verify now.,spoofed
Urgent! Your account will be blocked. Click http://johnson-jones.com/verify to verify OTP 328303.,spoofed
145899 is your Amazon OTP. Do not share this code.,safe
Your payment failed. Enter OTP 365830 at http://clark-washington.com/verify to retry.,spoofed
"Dear user, suspicious activity detected. Confirm OTP 255994 at http://bowman.com/verify.",spoofed
Use 808135 as your login OTP for Walmart.,safe
Use 500194 as your login OTP for Flipkart.,safe
Use 322673 as your login OTP for Amazon.,safe
Hi! Your verification code is 120396. Valid for 10 mins.,safe
Your OTP is 241863. Please do not share it with anyone.,safe
Your OTP is 876527. Please do not share it with anyone.,safe
Use 871016 as your login OTP for Walmart.,safe
Hi! Your verification code is 881726. Valid for 10 mins.,safe
Claim your reward by entering OTP 228061. Visit http://meyers.com/verify now.,spoofed
Enter 908810 to complete your transaction on Amazon.,safe
"Dear user, suspicious activity detected. Confirm OTP 543159 at http://thompson.biz/verify.",spoofed
431116 is your Flipkart OTP. Do not share this code.,safe
Hi! Your verification code is 189194. Valid for 10 mins.,safe
Your payment failed. Enter OTP 404450 at http://mahoney.org/verify to retry.,spoofed
"Dear user, suspicious activity detected. Confirm OTP 406935 at http://gamble-hanson.com/verify.",spoofed
Hi! Your verification code is 284988. Valid for 10 mins.,safe
Claim your reward by entering OTP 304589. Visit http://turner.biz/verify now.,spoofed
Your payment failed. Enter OTP 940582 at http://calhoun-ponce.com/verify to retry.,spoofed
Use 655459 as your login OTP for Flipkart.,safe
Urgent! Your account will be blocked. Click http://mccall.biz/verify to verify OTP 875807.,spoofed
Enter 695469 to complete your transaction on Paytm.,safe
Your OTP is 943360. Please do not share it with anyone.,safe
Urgent! Your account will be blocked. Click http://moreno-greene.net/verify to verify OTP 903697.,spoofed
Security alert! Login attempt detected. Validate with OTP 953233 at http://moore.com/verify.,spoofed
Enter 462482 to complete your transaction on Walmart.,safe
Use 953571 as your login OTP for Google.,safe
Claim your reward by entering OTP 680634. Visit http://cruz.com/verify now.,spoofed
Your payment failed. Enter OTP 537132 at http://murphy.com/verify to retry.,spoofed
Use 768174 as your login OTP for Flipkart.,safe
674103 is your Paytm OTP. Do not share this code.,safe
Your OTP is 788606. Please do not share it with anyone.,safe
Use 991534 as your login OTP for Google.,safe
Security alert! Login attempt detected. Validate with OTP 404389 at http://pearson.com/verify.,spoofed
Urgent! Your account will be blocked. Click http://franklin.com/verify to verify OTP 505172.,spoofed
Enter 464247 to complete your transaction on Walmart.,safe
Security alert! Login attempt detected. Validate with OTP 144616 at http://johnson-joyce.net/verify.,spoofed
Your OTP is 934818. Please do not share it with anyone.,safe
Claim your reward by entering OTP 803481. Visit http://johnson.com/verify now.,spoofed
Your payment failed. Enter OTP 159288 at http://wilson-griffith.com/verify to retry.,spoofed
Urgent! Your account will be blocked. Click http://martin.com/verify to verify OTP 516089.,spoofed
Claim your reward by entering OTP 285261. Visit http://mann.biz/verify now.,spoofed
"Dear user, suspicious activity detected. Confirm OTP 398619 at http://reed-fox.com/verify.",spoofed
Use 208720 as your login OTP for Google.,safe
Enter 505933 to complete your transaction on Flipkart.,safe
Your OTP is 902689. Please do not share it with anyone.,safe
Claim your reward by entering OTP 201584. Visit http://wallace.com/verify now.,spoofed
"Dear user, suspicious activity detected. Confirm OTP 735889 at http://cisneros.com/verify.",spoofed
Security alert! Login attempt detected. Validate with OTP 186170 at http://williams-white.com/verify.,spoofed
Your OTP is 573493. Please do not share it with anyone.,safe
Security alert! Login attempt detected. Validate with OTP 137103 at http://rogers.info/verify.,spoofed
Security alert! Login attempt detected. Validate with OTP 797678 at http://atkins-thomas.info/verify.,spoofed
Enter 803038 to complete your transaction on Walmart.,safe
356208 is your Amazon OTP. Do not share this code.,safe
Use 102177 as your login OTP for Google.,safe
Claim your reward by entering OTP 774695. Visit http://wallace.biz/verify now.,spoofed
Hi! Your verification code is 255591. Valid for 10 mins.,safe
"Dear user, suspicious activity detected. Confirm OTP 622487 at http://jacobs-ruiz.biz/verify.",spoofed
Your payment failed. Enter OTP 542722 at http://smith.com/verify to retry.,spoofed
Claim your reward by entering OTP 651213. Visit http://gallagher-brown.com/verify now.,spoofed
Security alert! Login attempt detected. Validate with OTP 251609 at http://williams.com/verify.,spoofed
Claim your reward by entering OTP 251915. Visit http://thompson.com/verify now.,spoofed
Your OTP is 229806. Please do not share it with anyone.,safe
Your payment failed. Enter OTP 553641 at http://turner.com/verify to retry.,spoofed
Claim your reward by entering OTP 515747. Visit http://duncan-taylor.com/verify now.,spoofed
Claim your reward by entering OTP 378010. Visit http://thompson.com/verify now.,spoofed
Hi! Your verification code is 634650. Valid for 10 mins.,safe
Security alert! Login attempt detected. Validate with OTP 918691 at http://church.com/verify.,spoofed
Security alert! Login attempt detected. Validate with OTP 246830 at http://barnes.com/verify.,spoofed
999033 is your Flipkart OTP. Do not share this code.,safe
586564 is your Amazon OTP. Do not share this code.,safe
"Dear user, suspicious activity detected. Confirm OTP 929469 at http://robinson-brown.info/verify.",spoofed
Hi! Your verification code is 987461. Valid for 10 mins.,safe
843208 is your Flipkart OTP. Do not share this code.,safe
Security alert! Login attempt detected. Validate with OTP 527257 at http://mccoy.biz/verify.,spoofed
Urgent! Your account will be blocked. Click http://rojas.info/verify to verify OTP 641755.,spoofed
Your payment failed. Enter OTP 648561 at http://ward.com/verify to retry.,spoofed
Urgent! Your account will be blocked. Click http://alvarez.com/verify to verify OTP 274966.,spoofed
406978 is your Google OTP. Do not share this code.,safe
578885 is your Paytm OTP. Do not share this code.,safe
Security alert! Login attempt detected. Validate with OTP 923875 at http://osborne.com/verify.,spoofed
365889 is your Paytm OTP. Do not share this code.,safe
Your OTP is 224408. Please do not share it with anyone.,safe
"Dear user, suspicious activity detected. Confirm OTP 253058 at http://schaefer.com/verify.",spoofed
Your OTP is 247018. Please do not share it with anyone.,safe
Enter 231911 to complete your transaction on Flipkart.,safe
407037 is your Google OTP. Do not share this code.,safe
Security alert! Login attempt detected. Validate with OTP 649001 at http://henry.com/verify.,spoofed
Enter 262153 to complete your transaction on Amazon.,safe
Urgent! Your account will be blocked. Click http://conner.net/verify to verify OTP 337367.,spoofed
Your OTP is 205413. Please do not share it with anyone.,safe
Enter 145846 to complete your transaction on Walmart.,safe
Hi! Your verification code is 990875. Valid for 10 mins.,safe
Urgent! Your account will be blocked. Click http://irwin.org/verify to verify OTP 220050.,spoofed
868133 is your Google OTP. Do not share this code.,safe
Enter 955895 to complete your transaction on Paytm.,safe
Claim your reward by entering OTP 492198. Visit http://watkins.com/verify now.,spoofed
"Dear user, suspicious activity detected. Confirm OTP 809427 at http://garcia.info/verify.",spoofed
Claim your reward by entering OTP 772085. Visit http://robinson.net/verify now.,spoofed
Your payment failed. Enter OTP 911690 at http://jackson-dodson.com/verify to retry.,spoofed
Your payment failed. Enter OTP 612084 at http://wade-trevino.com/verify to retry.,spoofed
Claim your reward by entering OTP 454065. Visit http://blankenship.com/verify now.,spoofed
Enter 867122 to complete your transaction on Amazon.,safe
Security alert! Login attempt detected. Validate with OTP 788494 at http://schneider.biz/verify.,spoofed
Use 653536 as your login OTP for Walmart.,safe
Use 684020 as your login OTP for Paytm.,safe
Your payment failed. Enter OTP 578798 at http://reyes.com/verify to retry.,spoofed
Claim your reward by entering OTP 854680. Visit http://adams.com/verify now.,spoofed
Hi! Your verification code is 986357. Valid for 10 mins.,safe
306951 is your Flipkart OTP. Do not share this code.,safe
Hi! Your verification code is 539295. Valid for 10 mins.,safe
Enter 603386 to complete your transaction on Flipkart.,safe
Hi! Your verification code is 323654. Valid for 10 mins.,safe
Security alert! Login attempt detected. Validate with OTP 684941 at http://larsen.com/verify.,spoofed
Hi! Your verification code is 822174. Valid for 10 mins.,safe
Claim your reward by entering OTP 327474. Visit http://miller-pacheco.org/verify now.,spoofed
Claim your reward by entering OTP 609081. Visit http://davis-anderson.com/verify now.,spoofed
"Dear user, suspicious activity detected. Confirm OTP 909254 at http://simmons-erickson.com/verify.",spoofed
Use 985836 as your login OTP for Google.,safe
Your payment failed. Enter OTP 793958 at http://hudson-lopez.com/verify to retry.,spoofed
Your OTP is 651290. Please do not share it with anyone.,safe
Your OTP is 300739. Please do not share it with anyone.,safe
Use 240366 as your login OTP for Google.,safe
Enter 215724 to complete your transaction on Paytm.,safe
Your OTP is 248890. Please do not share it with anyone.,safe
Claim your reward by entering OTP 995879. Visit http://moore.info/verify now.,spoofed
"Dear user, suspicious activity detected. Confirm OTP 164960 at http://cain.biz/verify.",spoofed
Enter 745630 to complete your transaction on Flipkart.,safe
Your OTP is 294770. Please do not share it with anyone.,safe
Enter 271484 to complete your transaction on Walmart.,safe
Claim your reward by entering OTP 993206. Visit http://jones.com/verify now.,spoofed
"Dear user, suspicious activity detected. Confirm OTP 639454 at http://kaiser.com/verify.",spoofed
Enter 597985 to complete your transaction on Walmart.,safe
Your payment failed. Enter OTP 430774 at http://ayers.info/verify to retry.,spoofed
Hi! Your verification code is 134906. Valid for 10 mins.,safe
Your payment failed. Enter OTP 551155 at http://stewart-harmon.com/verify to retry.,spoofed
Enter 428887 to complete your transaction on Google.,safe
Security alert! Login attempt detected. Validate with OTP 698302 at http://henry.com/verify.,spoofed
663552 is your Paytm OTP. Do not share this code.,safe
Hi! Your verification code is 840460. Valid for 10 mins.,safe
Urgent! Your account will be blocked. Click http://miller.biz/verify to verify OTP 233790.,spoofed
Your OTP is 923337. Please do not share it with anyone.,safe
Security alert! Login attempt detected. Validate with OTP 111525 at http://garcia.biz/verify.,spoofed
Urgent! Your account will be blocked. Click http://miller.biz/verify to verify OTP 705363.,spoofed
Hi! Your verification code is 820134. Valid for 10 mins.,safe
Use 557673 as your login OTP for Google.,safe
Security alert! Login attempt detected. Validate with OTP 829983 at http://gutierrez.com/verify.,spoofed
Urgent! Your account will be blocked. Click http://rubio-wolf.com/verify to verify OTP 506511.,spoofed
"Dear user, suspicious activity detected. Confirm OTP 426459 at http://fisher-martin.biz/verify.",spoofed
Your OTP is 728240. Please do not share it with anyone.,safe
Claim your reward by entering OTP 650441. Visit http://parker.biz/verify now.,spoofed
889290 is your Walmart OTP. Do not share this code.,safe
Security alert! Login attempt detected. Validate with OTP 673284 at http://houston-pace.com/verify.,spoofed
Use 563927 as your login OTP for Amazon.,safe
"Dear user, suspicious activity detected. Confirm OTP 786617 at http://wade.com/verify.",spoofed
Claim your reward by entering OTP 979797. Visit http://smith.com/verify now.,spoofed
Urgent! Your account will be blocked. Click http://miller-nelson.biz/verify to verify OTP 110245.,spoofed
Your OTP is 984585. Please do not share it with anyone.,safe
Hi! Your verification code is 380397. Valid for 10 mins.,safe
Urgent! Your account will be blocked. Click http://white.biz/verify to verify OTP 338616.,spoofed
Claim your reward by entering OTP 994673. Visit http://spencer.org/verify now.,spoofed
"Dear user, suspicious activity detected. Confirm OTP 687248 at http://wilson.biz/verify.",spoofed
Urgent! Your account will be blocked. Click http://ross-garza.org/verify to verify OTP 632492.,spoofed
Use 672371 as your login OTP for Walmart.,safe
Claim your reward by entering OTP 565425. Visit http://lamb.info/verify now.,spoofed
892859 is your Amazon OTP. Do not share this code.,safe
Use 151441 as your login OTP for Walmart.,safe
Hi! Your verification code is 166140. Valid for 10 mins.,safe
"Dear user, suspicious activity detected. Confirm OTP 498416 at http://lee-smith.info/verify.",spoofed
Use 556836 as your login OTP for Flipkart.,safe
Security alert! Login attempt detected. Validate with OTP 723497 at http://boyd.biz/verify.,spoofed
Claim your reward by entering OTP 557164. Visit http://spencer-bryant.com/verify now.,spoofed
Your payment failed. Enter OTP 928278 at http://bishop-curtis.com/verify to retry.,spoofed
Enter 133331 to complete your transaction on Walmart.,safe
"Dear user, suspicious activity detected. Confirm OTP 315043 at http://cox-stewart.biz/verify.",spoofed
Use 906323 as your login OTP for Google.,safe
Your OTP is 589591. Please do not share it with anyone.,safe
Your payment failed. Enter OTP 600878 at http://watkins-jackson.info/verify to retry.,spoofed
Urgent! Your account will be blocked. Click http://marshall.net/verify to verify OTP 117834.,spoofed
390226 is your Amazon OTP. Do not share this code.,safe
932183 is your Flipkart OTP. Do not share this code.,safe
"Dear user, suspicious activity detected. Confirm OTP 403820 at http://reed.com/verify.",spoofed
Your OTP is 830626. Please do not share it with anyone.,safe
Security alert! Login attempt detected. Validate with OTP 167482 at http://herrera-osborn.org/verify.,spoofed
Use 194598 as your login OTP for Amazon.,safe
Your OTP is 352377. Please do not share it with anyone.,safe
Urgent! Your account will be blocked. Click http://davis.com/verify to verify OTP 930093.,spoofed
"Dear user, suspicious activity detected. Confirm OTP 561015 at http://perry-james.com/verify.",spoofed
Security alert! Login attempt detected. Validate with OTP 846806 at http://wiley.com/verify.,spoofed
Your OTP is 949792. Please do not share it with anyone.,safe
"Dear user, suspicious activity detected. Confirm OTP 317146 at http://conley-barnett.org/verify.",spoofed
Urgent! Your account will be blocked. Click http://lewis-white.com/verify to verify OTP 626573.,spoofed
Urgent! Your account will be blocked. Click http://rodriguez.com/verify to verify OTP 522570.,spoofed
Security alert! Login attempt detected. Validate with OTP 696504 at http://lyons.biz/verify.,spoofed
Use 133053 as your login OTP for Paytm.,safe
"Dear user, suspicious activity detected. Confirm OTP 495567 at http://allen-bennett.com/verify.",spoofed
Hi! Your verification code is 988414. Valid for 10 mins.,safe
Claim your reward by entering OTP 407142. Visit http://castillo-leonard.com/verify now.,spoofed
Urgent! Your account will be blocked. Click http://lopez.com/verify to verify OTP 203702.,spoofed
Your payment failed. Enter OTP 364552 at http://solis.com/verify to retry.,spoofed
Enter 303260 to complete your transaction on Google.,safe
Enter 999773 to complete your transaction on Amazon.,safe
Use 846932 as your login OTP for Paytm.,safe
Your OTP is 404331. Please do not share it with anyone.,safe
446918 is your Walmart OTP. Do not share this code.,safe
Security alert! Login attempt detected. Validate with OTP 339478 at http://cline.com/verify.,spoofed
Use 310020 as your login OTP for Google.,safe
Enter 941595 to complete your transaction on Amazon.,safe
Claim your reward by entering OTP 373660. Visit http://garza.com/verify now.,spoofed
Use 255616 as your login OTP for Flipkart.,safe
Your payment failed. Enter OTP 511246 at http://stafford-bradshaw.info/verify to retry.,spoofed
Urgent! Your account will be blocked. Click http://white.com/verify to verify OTP 839285.,spoofed
Urgent! Your account will be blocked. Click http://johnson-wagner.com/verify to verify OTP 663683.,spoofed
Enter 692011 to complete your transaction on Walmart.,safe
Hi! Your verification code is 138788. Valid for 10 mins.,safe
Claim your reward by entering OTP 243871. Visit http://wilson.net/verify now.,spoofed
Your OTP is 242742. Please do not share it with anyone.,safe
Hi! Your verification code is 894206. Valid for 10 mins.,safe
Your payment failed. Enter OTP 586394 at http://thompson-garcia.com/verify to retry.,spoofed
Your OTP is 265266. Please do not share it with anyone.,safe
Your OTP is 999504. Please do not share it with anyone.,safe
Enter 450908 to complete your transaction on Google.,safe
Enter 985731 to complete your transaction on Google.,safe
Enter 418863 to complete your transaction on Google.,safe
557111 is your Paytm OTP. Do not share this code.,safe
Enter 327665 to complete your transaction on Amazon.,safe
Your payment failed. Enter OTP 374305 at http://thornton.com/verify to retry.,spoofed
Hi! Your verification code is 831945. Valid for 10 mins.,safe
Your payment failed. Enter OTP 279399 at http://johnston.com/verify to retry.,spoofed
Claim your reward by entering OTP 115857. Visit http://davis.biz/verify now.,spoofed
Security alert! Login attempt detected. Validate with OTP 416037 at http://moreno.com/verify.,spoofed
Urgent! Your account will be blocked. Click http://king-lambert.com/verify to verify OTP 936747.,spoofed
543415 is your Walmart OTP. Do not share this code.,safe
"Dear user, suspicious activity detected. Confirm OTP 853775 at http://green.info/verify.",spoofed
"Dear user, suspicious activity detected. Confirm OTP 967659 at http://anderson.com/verify.",spoofed
Claim your reward by entering OTP 562008. Visit http://turner.com/verify now.,spoofed
"Dear user, suspicious activity detected. Confirm OTP 113097 at http://mays-dominguez.com/verify.",spoofed
212382 is your Walmart OTP. Do not share this code.,safe
Your payment failed. Enter OTP 564314 at http://miller.net/verify to retry.,spoofed
Enter 597293 to complete your transaction on Paytm.,safe
Your payment failed. Enter OTP 214377 at http://villarreal-bryant.com/verify to retry.,spoofed
Your OTP is 348384. Please do not share it with anyone.,safe
Enter 236795 to complete your transaction on Amazon.,safe
Hi! Your verification code is 812874. Valid for 10 mins.,safe
Security alert! Login attempt detected. Validate with OTP 918485 at http://nelson.com/verify.,spoofed
"Dear user, suspicious activity detected. Confirm OTP 862349 at http://munoz-bryant.com/verify.",spoofed
Your payment failed. Enter OTP 292828 at http://hoffman.biz/verify to retry.,spoofed
429168 is your Flipkart OTP. Do not share this code.,safe
Claim your reward by entering OTP 756321. Visit http://jackson.com/verify now.,spoofed
"Dear user, suspicious activity detected. Confirm OTP 183137 at http://murphy.net/verify.",spoofed
Your payment failed. Enter OTP 740132 at http://meyers.com/verify to retry.,spoofed
"Dear user, suspicious activity detected. Confirm OTP 739312 at http://lucas.com/verify.",spoofed
Your OTP is 334815. Please do not share it with anyone.,safe
"Dear user, suspicious activity detected. Confirm OTP 317289 at http://colon-mckenzie.info/verify.",spoofed
Urgent! Your account will be blocked. Click http://keller-lyons.org/verify to verify OTP 820853.,spoofed
Security alert! Login attempt detected. Validate with OTP 727893 at http://allen-hughes.com/verify.,spoofed
Urgent! Your account will be blocked. Click http://lawrence-johnson.com/verify to verify OTP 673819.,spoofed
Hi! Your verification code is 661428. Valid for 10 mins.,safe
Enter 121402 to complete your transaction on Google.,safe
168878 is your Amazon OTP. Do not share this code.,safe
"Dear user, suspicious activity detected. Confirm OTP 577722 at http://tucker.com/verify.",spoofed
Hi! Your verification code is 413195. Valid for 10 mins.,safe
Your payment failed. Enter OTP 602612 at http://palmer-fernandez.com/verify to retry.,spoofed
Hi! Your verification code is 514436. Valid for 10 mins.,safe
"Dear user, suspicious activity detected. Confirm OTP 439312 at http://simmons.com/verify.",spoofed
Enter 755509 to complete your transaction on Paytm.,safe
Enter 173721 to complete your transaction on Walmart.,safe
Security alert! Login attempt detected. Validate with OTP 202026 at http://jones.com/verify.,spoofed
490428 is your Flipkart OTP. Do not share this code.,safe
Use 626586 as your login OTP for Google.,safe
"Dear user, suspicious activity detected. Confirm OTP 450445 at http://dawson.com/verify.",spoofed
198417 is your Google OTP. Do not share this code.,safe
Claim your reward by entering OTP 631005. Visit http://marshall-walker.com/verify now.,spoofed
Enter 948316 to complete your transaction on Google.,safe
Claim your reward by entering OTP 877914. Visit http://smith.com/verify now.,spoofed
Your OTP is 811661. Please do not share it with anyone.,safe
"Dear user, suspicious activity detected. Confirm OTP 961405 at http://bennett-browning.com/verify.",spoofed
Your payment failed. Enter OTP 510259 at http://franklin.com/verify to retry.,spoofed
Claim your reward by entering OTP 709784. Visit http://trujillo-ramos.com/verify now.,spoofed
Your payment failed. Enter OTP 605767 at http://haas.biz/verify to retry.,spoofed
